Response Identifier,StartDate,EndDate,Status,Progress,Duration__in_seconds_,Finished,RecordedDate,UserLanguage,Q_RecaptchaScore,Q_RelevantIDDuplicate,Q_RelevantIDDuplicateScore,Q_RelevantIDFraudScore,Q_RelevantIDLastStartDate,Consent,S1_live_work_1,S1_live_work_2,S1_live_work_3,S1_live_work_4,S1_live_work_5,S2_race_ethnicity_1,S2_race_ethnicity_2,S2_race_ethnicity_3,S2_race_ethnicity_4,S2_race_ethnicity_5,S2_race_ethnicity_6,S2_race_ethnicity_7,S2_race_ethnicity_7_TEXT,S3_18age,Q77,Q1_no_of_jobs,Q2_sector_precovid_1,Q2_sector_precovid_2,Q2_sector_precovid_3,Q2_sector_precovid_4,Q2_sector_precovid_5,Q2_sector_precovid_6,Q2_sector_precovid_7,Q2_sector_precovid_8,Q2_sector_precovid_9,Q2_sector_precovid_10,Q2_sector_precovid_9_TEXT,Q2_sector_precovid_10_TEXT,Q3_discrimination,Q4_laidoff,Q5_laidoff_prejudice,Q6_return_to_work_op,Q7_otherjobs,Q8_get_other_job,Q9_current_sector_1,Q9_current_sector_2,Q9_current_sector_3,Q9_current_sector_4,Q9_current_sector_5,Q9_current_sector_6,Q9_current_sector_7,Q9_current_sector_8,Q9_current_sector_9,Q9_current_sector_10,Q9_current_sector_9_TEXT,Q9_current_sector_10_TEXT,Q10_work_status,Q11_hours_change,Q12_conditions_chang,Q13_employer_offers_1,Q13_employer_offers_2,Q13_employer_offers_3,Q13_employer_offers_4,Q13_employer_offers_5,Q13_employer_offers_6,Q13_employer_offers_7,Q13_employer_offers_8,Q13_employer_offers_9,Q13_employer_offers_10,Q13_employer_offers_11,Q13_employer_offers_12,Q13_employer_offers_13,Q13_employer_offers_14,Q13_employer_offers_14_TEXT,Q14_work_location,Q15_remote_accom,Q16_onsite_safety,Q17_worker_laws_1,Q17_worker_laws_2,Q17_worker_laws_3,Q17_worker_laws_4,Q17_worker_laws_5,Q17_worker_laws_6,Q17_worker_laws_7,Q17_worker_laws_8,Q17_worker_laws_9,Q18_UI_applied,Q19_UI_applied_yes,Q20_UI_applied_no_1,Q20_UI_applied_no_2,Q20_UI_applied_no_3,Q20_UI_applied_no_4,Q21_looking_for_opps_1,Q21_looking_for_opps_2,Q21_looking_for_opps_3,Q21_looking_for_opps_4,Q21_looking_for_opps_5,Q21_looking_for_opps_4_TEXT,Q22_covid_testing,Q22_covid_testing_7_TEXT,Q23_poscovid_cowork,Q23_poscovid_cowork_1_TEXT,Q24_vaccine,Q25_no_vaccine_yet_1,Q25_no_vaccine_yet_2,Q25_no_vaccine_yet_3,Q25_no_vaccine_yet_4,Q25_no_vaccine_yet_5,Q26_respect,Q26_respect_2_TEXT,Q27_homerole_changes_1,Q27_homerole_changes_2,Q27_homerole_changes_3,Q27_homerole_changes_4,Q27_homerole_changes_5,Q27_homerole_changes_6,Q27_homerole_changes_7,Q27_homerole_changes_6_TEXT,Q28_housing_challeng,Q29_food_needs_met,Q30_financial_aid_1,Q30_financial_aid_2,Q30_financial_aid_3,Q30_financial_aid_4,Q30_financial_aid_5,Q30_financial_aid_6,Q30_financial_aid_5_TEXT,Q31_federal_stimulus,Q31_federal_stimulus_4_TEXT,Q32_stress_level_1,Q34_year_born,Q35_zipcode,Q36_gender_1,Q36_gender_2,Q36_gender_3,Q36_gender_4,Q36_gender_5,Q36_gender_6,Q36_gender_5_TEXT,Q37_kids_at_home,Q37_kids_at_home_1_TEXT,Q38_income,Validity,Five_min_flag,Ten_min_flag,Not_in_CA_Flag,Flag_Qualtrics_Bot,Flag_Qualtrics_Duplicate,Flag_Qualtrics_Fraud,Duplicate_IP,InDupGrp
562,5/25/21 21:38,5/25/21 21:53,0,100,855,1,5/25/21 21:53,EN,1, ,0,0,10/14/1582 0:00:00,1, ,1, , , , , ,1, , , , , ,1, ,3, , , ,1, , , , ,1, ,Professional cleaning service, , ,2, ,1,2, , , , ,1, , , , , , , , ,2,2,1, , , , , , , , , , , , ,1, , ,2, ,1, , , , , , , , , ,1,1, , , , ,1, , , , , ,2, , , ,3, , , ,1, , , ,1,1, ,1, , , , ,1,1, , , , , ,1, ,1, ,5,1980,91730, ,1, , , , , ,1,2,3,1, , , , , , ,0,
563,5/25/21 21:59,5/26/21 0:02,0,100,7365,1,5/26/21 0:02,EN,0.9, ,0,0,10/14/1582 0:00:00,1, , , ,1, , , ,1, , , ,1,Southern Native American Indian from Louisiana Mississippi States. But I dont let it known for hate towards me and my family.,1, ,4, , ,1,1,1,1, , , ,1, ,"In many varies of Corporate and Military, Retail world. With skin color, weight, towards females in past years. But somethings have changes for some better, but not treat ed equals and I worked for County Voter to, etc.",2,2, ,1,2, , , , , , , , , , ,1, ,I was recalled back in 2019 to start back in 2020 elections with County Of San Diego Voter Registrar but Covid 19 hit and I couldn't started back to work in 2020. I have names and numbers of those who called me back.,4,3,1, , , , , , , , , , , , , ,1,Couldn't start because of Covid19., , , , , , , , , , , , ,1,5, , , , ,1, , ,1, ,"I been looking in whatever my work experiences can qualify me for. And looking to finish, complete my college education. I'm disable and senior.",7,City testing and medical testing and passed all. Now I had both injections but not Johnson and Johnson and doing well.thank God., , , , , , , , , , , ,1, , , ,1, ,Being able to get back to my medical treatments to get my health back in order. Before family member causing problems and Covid19 caused serious set back of my medical treatments and added other medical problems for me. Along with other injuries that's not fault of my.PS Attorney has records of all.,1,3, , , , ,1, ,"We was able to get aid to move in this present temporary place of living this help came from Community Medical Center, but we still don't know of any other Community resources.",4,"I'm retired and taxes is automatically taken, I have not been able to work cause of Covid19.", ,1955,92020, ,1, , , , , ,1,I have grandchild that was kepted away from us that we us to have with us regularly before all this happen. 1 grandchild.,2,1, , , , , , ,0,
564,5/26/21 8:50,5/26/21 9:07,0,100,1004,1,5/26/21 9:07,EN,0.9, ,0,0,10/14/1582 0:00:00,1,1, , , , ,1, ,1, , , , , ,1, ,4,1, , , ,1, , , , , , , ,1,2,3,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,5, , , , , , , ,1, ,Mental Health,4, , , ,2, , , , , , , , , , , ,1, , , ,1,3, , , , , ,1, , , ,4,1962,90018, ,1, , , , , ,1,0,3,1, , , , , , ,0,
565,5/26/21 10:31,5/26/21 10:50,0,100,1104,1,5/26/21 10:50,EN,0.9, ,0,0,10/14/1582 0:00:00,1, , , ,1, , , ,1, , , , , ,1, ,2,1, , , , , , , , , , , ,1,4, , , , ,1, , , , , , , , , , , ,1,1,1,1,1,1, , ,1, ,1, , ,1, , , , ,1,2, ,1,1,1,1,1,1, ,1,1,2, , , , ,1, , , ,1, ,Union president,1, ,1,10,2, , , , , ,2,They make changes without telling us that is a detriment to our health, ,1, ,1,1, , , ,1,1,1, , , , , , , , ,3,2969,92144, ,1, , , , , ,2, ,5,1, , , , , , ,0,
566,5/26/21 11:02,5/26/21 11:09,0,100,450,1,5/26/21 11:09,EN,0.9, ,0,0,10/14/1582 0:00:00,1,1, , , , , , ,1, , , , , ,1, ,4, , , , , , , , , ,1, ,Mental health,2,1, ,2,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1, , , ,1, , , ,2, , , ,1, ,1, , , , , ,2, ,1,7,2, , , , , ,1, ,1,1, , , , , , ,1,3, , , , , ,1, , , ,2,1976,90250,1, , , , , , ,1,2,4,1, ,1, , , , ,0,
567,5/26/21 11:02,5/26/21 11:09,0,100,395,1,5/26/21 11:09,EN,1, ,0,0,10/14/1582 0:00:00,1,1, , , , , , ,1, , , , , ,1, ,2, , , , ,1, , , , , , , , ,4, , , , , , , , ,1, , , , , , , ,1,1,1, , ,1, , ,1,1,1,1, , ,1, ,1,"First year I worked from home, April 2021 returned to office and provided Covid supplies.",2, ,2,1,1,1,1,1,1,1,1,1,2, , , , ,1, , , , ,1, ,1, ,1,2,2, , , , , ,1, ,1,1, , , , , , ,2,1,1, , , , , , , , ,2,1980,90016, ,1, , , , , ,2, ,5,1, ,1, , , , ,0,
568,5/26/21 11:30,5/26/21 11:39,0,100,542,1,5/26/21 11:39,EN,1, ,0,0,10/14/1582 0:00:00,1,1, , , , , , ,1,1, , , , ,1, ,2, , ,1, , , , , , , , , ,1,1,3,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1, , , , , , , ,1,4, , , , ,1, , , , , ,5, , , ,3, , , ,1, , , ,1,1, , , , , , ,2,3,1, , , , , , , , ,5,1991,90062, ,1, , , , , ,1,1,3,1, ,1, , , , ,0,
569,5/26/21 16:05,5/26/21 16:11,0,100,412,1,5/26/21 16:11,EN,0.9, ,0,0,10/14/1582 0:00:00,1,1, , , , , , ,1, , , , , ,1, ,2, , ,1, , , , , , , , , ,1,4, , , , , , ,1, , , , , , , , , ,1,4, , , , , , , , , , , , , ,1, , ,2, ,1, , , , , , , , , ,2, , , ,1, , , , ,1, , ,4, ,2, ,2, , , , , ,2,Too many supervisor uses abuse of power, ,1, ,1,1, , , ,2,3, , , , , ,1, ,4, ,5,1975,90222, ,1, , , , , ,2, ,5,1, ,1, , , , ,0,
570,5/26/21 18:33,5/26/21 18:45,0,100,730,1,5/26/21 18:45,EN,0.8, ,0,0,10/14/1582 0:00:00,1, , , ,1, , , ,1, , , , , ,1, ,2, , ,1, , , , , , , , , ,2,2, ,2, ,1, , ,1, , , , , , , , , ,1,3,2, , , , , , , ,1, , , , , , , ,2, ,2,1,1, , , , , , , ,1,4, , , , ,1, , , , , ,4, ,1,Unknown,3, , , ,1, ,1, , ,1, , , , , , ,2,1, , , , , ,1, , , ,1,1964,92113,1, , , , , , ,2, ,3,1, , , , , , ,0,
571,5/26/21 19:41,5/26/21 19:51,0,100,632,1,5/26/21 19:51,EN,0.9, ,0,0,10/14/1582 0:00:00,1,1, , , , , , ,1, , , , , ,1, ,4, , , , , , , , ,1, ,Non-Profit Organization, ,2,1, ,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1, ,1, ,1, , ,1,1,1, , , , , , , ,1, , ,2, , , ,2, , , , , , , , , , , , , ,1, ,1,1,1, , , , , , , , ,2,1967,90262,1, , , , , , ,2, ,3,1, , , , , , ,0,
572,5/26/21 19:52,5/26/21 19:58,0,100,341,1,5/26/21 19:58,EN,0.9, ,0,0,10/14/1582 0:00:00,1,1, , , , , , ,1, , , , , ,1, ,2, , , , ,1, , , , , , , ,2,4, , , , , , , , ,1, , , , , , , ,1,1,1, ,1, , , , , , , , , , , , , ,1,2, , , , , , , , , , ,2, , , ,1, ,1, , , , , ,3, ,1, ,2, , , , , ,1, , , ,1, ,1,1, , ,1,1,1, , , , , , , , ,5,1988,91344, ,1, , , , , ,1, ,6,1, ,1, , , , ,0,
573,5/26/21 20:18,5/26/21 20:24,0,100,367,1,5/26/21 20:24,EN,0.9, ,0,0,10/14/1582 0:00:00,1,1, , , , , , ,1, , , , , ,1, ,3, , , , , , , , , ,1, ,Administrator of a training program,2,4, , , , , , , , , , , , , ,1, ,Training program,1,1,1, , , , , ,1, , , , ,1, , , , ,1,2, ,1, , ,1, ,1, , , ,2, , , ,1, , , , , ,1, ,2, ,2, ,2, , , , , ,1, , ,1,1, ,1, , , ,2,1,1, , , , , , , , ,5,1969,90043, ,1, , , , , ,2, ,7,1, ,1, , , , ,0,
574,5/26/21 20:26,5/26/21 20:34,0,100,493,1,5/26/21 20:34,EN,1, ,0,0,10/14/1582 0:00:00,1, , ,1, , , , ,1, , , , , ,1, ,2, , , , , , , , , ,1, ,Sales Manager Solar, ,1, ,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,1, ,1,1, ,1,1,1, , , , , , , ,1, ,Sales and marketing,2, , , ,2, , , , , , , ,1,1, ,1,1, , , ,1,3,1, , , , , , , , ,5,1978,92553,1, , , , , , ,1,2,6,1, ,1, , , , ,0,
575,5/26/21 20:43,5/26/21 20:58,0,100,871,1,5/26/21 20:58,EN,1, ,0,0,10/14/1582 0:00:00,1,1, , , , , , ,1, , , , , ,1, ,2,1, , , , , , , , , , , ,1,1,2,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2, , , , , , , , ,1, ,4, , , ,3, , , , , , , , ,1, , ,1, , , ,1,1,1, , , , , , , , ,5,1963,90061, ,1, , , , , ,2, ,5,1, , , , , , ,0,
576,5/26/21 21:06,5/26/21 21:12,0,100,369,1,5/26/21 21:12,EN,1, ,0,0,10/14/1582 0:00:00,1, ,1, , , , , ,1, , , , , ,1, ,1, , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , ,2, , , , ,1, , , , ,1, ,4, , , ,2, , , , , , , ,1,1, , ,1, , , ,1,3,1, , , , , , , , ,5,1955,92392, ,1, , , , , ,1,1,3,1, ,1, , , , ,0,
577,5/26/21 22:06,5/26/21 22:17,0,100,701,1,5/26/21 22:17,EN,1, ,0,0,10/14/1582 0:00:00,1, , , ,1, , , ,1, , , , , ,1, ,2,1, , , , , , , , , , , ,1,4, , , , ,1, , , , , , , , , , , ,1,3,1, ,1, , , ,1, , , , ,1, , ,1,Only after the union got involved.,2, ,1, , , , ,1,1, , , ,2, , , ,1, , , , , ,1, ,1, ,1,4,2, , , , , ,2,It just seemed like management was not listening., , , , , , ,1, ,2,1, , , , , ,1, , , ,2,1951,92115,1, , , , , , ,2, ,7,1, , , , , , ,0,
578,5/27/21 10:15,5/27/21 10:40,0,100,1495,1,5/27/21 10:40,EN,1, ,0,0,10/14/1582 0:00:00,1,1, , , , , , ,1, , , , , ,1, ,2, , , , ,1, , , , , , , ,2,4, , , , , , , , , , , , , , , , ,2,3,1, ,1,1, , , ,1,1,1, , , , , , ,1,1, ,1,1, ,1,1,1, ,1,1,2, , , ,1, , , , , ,1, ,2, ,1, ,2, , , , , ,1, , , , , , , ,1, ,2,1,1, , , , , , , , ,3,1963,90059, ,1, , , , , ,2, ,5,1, , , , , , ,0,
579,5/27/21 10:55,5/27/21 11:13,0,100,1084,1,5/27/21 11:13,EN,0.9, ,0,0,10/14/1582 0:00:00,1, ,1, , , , , ,1, , , , , ,1, ,3,1, , , , , , , , , , , ,1,4, , , , ,1, , , , , , , , , , , ,1,1,1,1,1, , , ,1,1,1,1,1,1, , , , ,2, ,2,1,1, , , ,1, , ,1,2, , , , ,1, , , , ,1, ,2, ,1,20 or more,2, , , , , ,1, ,1, , ,1,1,1, , ,2,1,1, , , , , , , , ,5,1978,92377, ,1, , , , , ,1,1,7,1, , , , , , ,0,
580,5/27/21 11:12,5/27/21 11:28,0,100,995,1,5/27/21 11:28,EN,0.9, ,0,0,10/14/1582 0:00:00,1,1, , , , , , ,1, , , , , ,1, ,2,1, , , , , , , , , , , ,2,4, , , , ,1, , , , , , , , ,1, ,Caregiver,4,1,1, , , , , ,1, , , ,1, , , , , ,2, ,2,1, , , , ,1, , ,1,2, , , ,1, , , , , ,1, ,4, ,2, ,2, , , , , ,1, , , , ,1, , , , ,2,1, , , , ,1, ,California stimulus,1, ,5,1959,99016,1, , , , , , ,2, ,3,1, , , , , , ,0,
581,5/27/21 11:17,5/27/21 11:27,0,100,582,1,5/27/21 11:27,EN,1, ,0,0,10/14/1582 0:00:00,1, , ,1, , , , ,1, , , , , ,1, ,4,1, , , , , , , , , , , ,1,4, , , , ,1, , , , , , , , , , , ,1,3,2,1,1,1, , ,1, , , , ,1, , , , ,2, ,1, , , , , , , , , ,2, , , , ,1, , , , ,1, ,1, ,1,3,2, , , , , ,2, ,1,1,1,1, , , , ,2,1, , , , , ,1, ,4,Not income qualified,5,1973,92223, ,1, , , , , ,1,1,8,1, ,1, , , , ,0,
582,5/27/21 11:33,5/27/21 11:51,0,100,1084,1,5/27/21 11:51,EN,1, ,0,0,10/14/1582 0:00:00,1,1, , , , , , ,1, , , , , ,1, ,2, , , , , , , , ,1, ,In home Care, ,2,4, , , , , , , , , , , , , , , , ,2,2,1, , , , , ,1, , ,1, ,1, , , , ,2, ,2,1,1, , , , , , ,1,1,3, , , , ,1, , , , , ,3, ,2, ,3, , , ,1, ,1, , , ,1, , , , , ,2,1,1, , , , , , , , ,3,1963,90805, ,1, , , , , ,2, ,2,1, , , , , , ,0,
583,5/27/21 12:09,5/27/21 12:25,0,100,963,1,5/27/21 12:25,EN,1, ,0,0,10/14/1582 0:00:00,1,1, , , , , , ,1, , , , , ,1, ,2,1, , , , , , , , , , , ,2,4, , , , ,1, , , , , , , , , , , ,1,3,1, , , , , ,1, , , , ,1, , , , ,2, ,1, , , , , ,1, , ,1,2, , , , ,1,1, , , , , ,4, ,1,Too many to count.,3, , , , ,1, , ,1, , , , , , , ,2,1,1, , , , , , , , ,5,1977,90043, ,1, , , , , ,1,2,7,1, , , , , , ,0,
584,5/27/21 12:31,5/27/21 12:41,0,100,583,1,5/27/21 12:41,EN,1, ,0,0,10/14/1582 0:00:00,1,1, , , , , , ,1, , , , , ,1, ,2,1, , , , , , , , , , , , ,4, , , , ,1, , , , , , , , , , , ,1,3, , ,1,1, , ,1, , , , ,1, , , , ,2, ,1, , , , , , , , , ,2, , , , , , , , , ,1, ,4, ,1,More than 10,3, , , ,1, ,1, , , , , , , ,1, ,2,1,1, , , , , , , , ,3,1968,90222, ,1, , , , , ,2, ,5,1, ,1, , , , ,0,
585,5/27/21 13:01,5/27/21 13:13,0,100,707,1,5/27/21 13:13,EN,1, ,0,0,10/14/1582 0:00:00,1,1, , , , , , ,1, , , , , ,1, ,2, , , , , , , , , ,1, ,City government,2,4, , , , , , , , , , , , , ,1, ,City government,1,3,1,1,1,1, , ,1,1,1,1, ,1, , , , ,2, ,1,1,1,1,1,1,1,1,1,1,2, , , , ,1,1, , , , , ,4, ,1,5,2, , , , , ,1, , ,1, , , , , , ,2,1,1, , , , , , , , ,3,1963,93534,1, , , , , , ,2, ,6,1, , , , , , ,0,
586,5/27/21 13:28,5/27/21 13:58,0,100,1804,1,5/27/21 13:58,EN,0.7, ,0,0,10/14/1582 0:00:00,1,1,1, , , , , ,1, , , , , ,1, ,2, , , , , , , , , ,1, ,Logistics,2,4, , , , , , , , , , , , , ,1, ,Logistics,1,1,1, ,1,1, , , , , , , , , , , , ,2, ,1,1, , , , , , , , ,2, , , ,1, , , , ,1, ,Logistics,2, ,1,50,2, , , , , ,1, ,1,1, ,1,1, , , ,2,3,1, , , , , , , , ,5,1970,90047, ,1, , , , , ,1,2,7,1, , , , , , ,0,
587,5/27/21 13:47,5/27/21 13:56,0,100,565,1,5/27/21 13:56,EN,1, ,0,0,10/14/1582 0:00:00,1,1, , , , , , ,1, , , , , ,1, ,2, , , , , , , , ,1, ,Hair stylist, ,2,4, , , , , , , , , ,1, , , , , , ,2,2,1, , , , , ,1,1, , , ,1, , , , ,2, ,1, , , , , , , , , ,2, , , ,1, ,1, , ,1, , ,2, ,1,10,3, , , ,1, ,2, ,1,1, , ,1, , , ,1,3, , , , , ,1, , , ,5,1984,90061, ,1, , , , , ,1,2,3,1, ,1, , , , ,0,
588,5/27/21 14:12,5/27/21 17:41,0,100,12589,1,5/27/21 17:41,EN,0.9, ,0,0,10/14/1582 0:00:00,1, , , ,1, , , ,1, , , , , ,1, ,3,1, , , , , , , ,1, ,Hair stylist, ,1,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1, ,1,1,1, ,1,1,1,4, , , , ,1, , ,1, ,Anything that’ll pay the bills at this point,4, , , ,3, , , ,1, , , ,1,1,1,1,1, , , ,1,2, , , , ,1, ,I just got approved for TANF,4,Waiting for my taxes to come,5,2021,92021, ,1, , , , , ,1,8,4,1, , , , , , ,0,
589,5/27/21 14:42,5/27/21 14:49,0,100,422,1,5/27/21 14:49,EN,1, ,0,0,10/14/1582 0:00:00,1,1, , , , , , ,1, , , , , ,1, ,3, , , , ,1, , , ,1, ,Child care provider, ,2,4, , , , , , , , ,1, , , , , , , ,2,2, ,1, , , , ,1,1, , ,1,1, , , , ,2, ,2,1, , , , , , , , ,2, , , ,1, ,1, , , , , ,1, ,1,4, , , , , , ,1, , , , , , , ,1, ,2,1,1, , , , , , , , ,3,1982,90804, ,1, , , , , ,1,1,2,1, ,1, , , , ,0,
590,5/27/21 20:07,5/27/21 20:12,0,100,323,1,5/27/21 20:12,EN,0.9, ,0,0,10/14/1582 0:00:00,1,1, , , , , , ,1, , , , , ,1, ,2, , , , , , ,1, , , , , ,2,3, ,1, , , , , , , , ,1, , , , , ,4,2,2,1, , , , , ,1,1, , , , , , , ,2, ,2,1,1, , , ,1, , ,1,1,1, , , , , , ,1, , , ,3, , , ,3, , , ,1, , , , , , , ,1, , , ,2,1,1, , , , , , , , ,1,1984,90001, , ,1, , , , ,2, ,3,1, ,1,1, , , ,0,
591,5/27/21 20:39,5/27/21 20:43,0,100,285,1,5/27/21 20:44,EN,0.7, , , ,10/14/1582 0:00:00,1,1, , , , , , ,1, , , , , ,1, ,4, , , ,1, ,1, , , , , , ,2,1, ,1,1, , ,1, , ,1,1, , , , , , ,2,2,2, , , , , , , , , , , ,1,1, , ,1,2, , , , , , , , , , ,1,1, , , , , , , , ,1, ,2, ,2, ,2, , , , , ,2, ,1,1, , ,1, , , ,2,1,1,1,1, , , , , , ,1,2001,90746, ,1, , , , , ,1,3,3,1,1,1, , , , ,0,
592,5/27/21 20:48,5/27/21 20:55,0,100,377,1,5/27/21 20:55,EN,0.7, , , ,10/14/1582 0:00:00,1,1, , , , , , ,1, , , , , ,1, ,2,1, , , , , , , , , , , ,2,1, ,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1, , , , , , , , ,1, ,4, , , ,3, , ,1, , , , ,1,1,1,1, , , , ,2,2, , , ,1, , , ,2, ,1,1989,90746,1,1, , , , , ,2, ,2,1, ,1, , , , ,0,
593,5/28/21 1:00,5/28/21 1:07,0,100,399,1,5/28/21 1:07,EN,1, ,0,0,10/14/1582 0:00:00,1, ,1, , , , , ,1, , , , , ,1, ,2,1, , , , , , , , , , , ,2,1, ,2, ,1,1, , , , , , , , , , , ,1,3,1,1, , , , , , , , , , , , , , ,1,2, , ,1, , , , , , , ,1,1, , , , , , , , ,1, ,4, ,2, ,3, , , ,1, ,2, ,1,1, , , , , , ,2,1,1, , , , , , , , ,3,1976,92374, ,1, , , , , ,1,2,6,1, ,1, , , , ,0,
594,5/28/21 11:17,5/28/21 11:21,0,100,279,1,5/28/21 11:21,EN,1, ,0,0,10/14/1582 0:00:00,1, ,1, , , , , ,1, , , , , ,1, ,4,1, , ,1, , , , , , , , ,2,4, , , , ,1, , , , , , , , , , , ,2,2,1,1, , , , , , , , ,1, , , , , ,2, ,1, , ,1, , , , , , ,1,1, , , , ,1, , , , , ,2, ,2, ,1, , , , , ,1, , , , , , , ,1, ,2,1, , , , , ,1, ,2, ,3,1996,92377, ,1, , , , , ,2, ,3,1,1,1, , , , ,0,
595,5/28/21 11:46,5/28/21 11:59,0,100,813,1,5/28/21 11:59,EN,0.9, ,0,0,10/14/1582 0:00:00,1,1, , , , , , ,1, , , , , ,1, ,2, , , , ,1, , , , , , , ,2,4, , , , , , , , ,1, , , , , , , ,2,3,2,1,1,1, , ,1,1,1,1,1,1, , , , ,2, ,2,1,1,1,1, ,1, , , ,2, , , , ,1, , , , ,1, ,4, ,2, ,2, , , , , ,1, , , , , ,1, , , ,1,2,1, , , , , , , , ,5,1984,90501, ,1, , , , , ,1,2,3,1, , , , , , ,0,
596,5/28/21 11:48,5/28/21 11:57,0,100,569,1,5/28/21 11:57,EN,0.8, ,0,0,10/14/1582 0:00:00,1, ,1,1, , , , ,1, , , , , ,1, ,2, , , , , , , , , ,1, ,Payroll,2,4, , , , , , , , , , , , , , , , ,1,3,2, ,1,1, , , , , , ,1, , , , , ,1,1, ,1,1,1,1,1,1,1,1,1,2, , , , ,1, , , , ,1, ,4, ,1,30-40,2, , , , , ,1, , , , , , , ,1, ,2,1,1, , , , , , , , ,1,1974,92336, ,1, , , , , ,2, ,6,1, ,1, , , , ,0,
597,5/28/21 11:51,5/28/21 12:53,0,100,3712,1,5/28/21 12:53,EN,1, ,0,0,10/14/1582 0:00:00,1,1, , , , , , ,1, , , , , ,1, ,2, , , , , , , , , ,1, ,Security,2,4, , , , , , , , , , , , , ,1, ,Museum,1,3,1,1,1,1, , ,1,1,1,1, ,1, , , , ,2, ,1, , , , , , ,1, , ,2, , , ,1, , , , , ,1, ,1, ,1,4,2, , , , , ,1, , , , , , , ,1, ,2,1,1, , , , , , , , ,1,1978,90044, ,1, , , , , ,2, ,4,1, , , , , , ,0,
598,5/28/21 12:25,5/28/21 12:29,0,100,260,1,5/28/21 12:29,EN,0.9, ,0,0,10/14/1582 0:00:00,1,1, , , , , , ,1, , , , , ,1, ,3,1, , , , ,1, , , , , , , ,4, , , , ,1, , , , , , , , , , , ,1,3, ,1,1, , , ,1,1,1,1,1,1, , , , , , , ,1,1,1, , , , , , ,2, , , , ,1, , , , ,1, ,1, ,1,15,3, , , ,1, ,1, , , , , , , ,1, ,2,1,1, , , , , , , , ,4,1982,90250,1, , , , , , ,1,1,5,1,1,1, , , , ,0,
599,5/28/21 13:08,5/28/21 13:19,0,100,657,1,5/28/21 13:19,EN,0.9, ,0,0,10/14/1582 0:00:00,1,1, , , , , , ,1, , , , , ,1, ,2, ,1, , , , , , , , , , ,2,4, , , , , ,1, , , , , , , , , , ,1,2,2,1, , , , , , , , , ,1, , , , ,2, ,1, , , , , , , , , ,2, , , , ,1, , , , ,1, ,4, ,1,"Several, not sure of exact amount",2, , , , , ,1, , , , , , , ,1, ,2,1,1, , , , , , , , ,2,1963,90043, ,1, , , , , ,2, ,4,1, , , , , , ,0,
600,5/28/21 14:48,5/28/21 14:53,0,100,335,1,5/28/21 14:53,EN,0.9, ,0,0,10/14/1582 0:00:00,1,1, , , , , , ,1, , , , , ,1, ,2, , , , , , , , , ,1, ,Supportive housing management,1,4, , , , , , , , , , , , , ,1, ,Supportive housing management,1,4,1,1,1,1,1,1,1,1,1, , ,1, , , , ,1,1, , , , , , , , , , ,1,1, , , , , , , ,1, , ,1, ,1,3,3, , , ,1, ,1, , , , , , , ,1, ,1,3,1, , , , , , , , ,2,1978,90047, ,1, , , , , ,2, ,4,1, ,1, , , , ,0,
601,5/28/21 18:39,5/28/21 18:45,0,100,382,1,5/28/21 18:45,EN,0.9, ,0,0,10/14/1582 0:00:00,1,1, , , , , , ,1, , , , , ,1, ,3, , , , , , , , , ,1, ,None profit labor work,1,4, , , , , , , , , , , , , ,1, ,Labor law,1,3,1,1,1,1, ,1,1, , , , , , , , , ,1,2, ,1,1,1,1,1,1,1,1,1,2, , , , , , , , , ,1, ,4, ,2, ,2, , , , , ,2,Yes but there could be more of an understanding regarding anti blackness., , , , , , ,1, ,2,1,1, , , , , , , , ,4,1988,90008, ,1, , , , , ,2, ,9,1, ,1, , , , ,0,
602,5/29/21 0:13,5/29/21 0:22,0,100,560,1,5/29/21 0:22,EN,1, ,0,0,10/14/1582 0:00:00,1,1, , , , , , ,1, , , , , ,1, ,2, , , , , , , , , ,1, ,Themed Entertainment industry,2,3, ,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1, , , , , , , ,1, ,Want to start own business in the Ed tech space.,2, , , ,2, , , , , , , , , , , , , ,1, ,2,3,1, , , , , , , , ,5,1984,90008,1, , , , , , ,2, ,4,1, ,1, , , , ,0,
